href,title,url,description,link_1,link_2,link_3,link_4,link_5,link_6,link_7,link_8,link_9,link_10,link_11,link_12,link_13,link_14,link_15,dept,course_num,course_name,credits,min_credits,max_credits,offered,crosslist,grading,restriction,note,permission,prerequisite,requirement,concurrent,corequisite
preview_course_nopop.php?catoid=22&coid=108969,COMM-305 Digital Skills (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108969," COMM-305 Digital Skills (3)Digital storytellers have more options than ever before in today’s dynamic and hyper-connected world. This hands-on course is an introduction to multimedia tools and techniques in producing words and images, audio and video, and cutting-edge interactivity.Prerequisite: COMM-100  and COMM-200 . Restriction: Communication: Journalism (BA) , Communication: Communication Studies (BA) , or Communication, Language, and Culture (BA) . | ",preview_course_nopop.php?catoid=22&coid=108958,preview_course_nopop.php?catoid=22&coid=108961,preview_program.php?catoid=22&poid=10717,preview_program.php?catoid=22&poid=10715,preview_program.php?catoid=22&poid=10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,305,Digital Skills ,(3),3,3,NA,NA,NA,"Communication: Journalism (BA) , Communication: Communication Studies (BA) , or Communication, Language, and Culture (BA) ",NA,NA,COMM-100  and COMM-200 ,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108970,COMM-310 Public Speaking (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108970," COMM-310 Public Speaking (3)Principles of effective speaking. Practice in preparing and presenting several types of public address. Usually Offered: fall, spring, and summer. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,310,Public Speaking ,(3),3,3,"fall, spring, and summer",NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108971,COMM-320 Reporting (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108971," COMM-320 Reporting (3)Professional training in news gathering, writing, and news judgment for traditional news and new media platforms. Study of news sources, ethical reporting techniques, fieldwork, research, and interview methods for print, web, broadcast, and their convergence. Learning the mission of journalism in democracy. AU Core Integrative Requirement: Written Communication and Information Literacy II.Usually Offered: fall and spring. Prerequisite: COMM-100  and COMM-200  and completion of Written Communication and Information Literacy I  requirement. Restriction: Communication: Journalism (BA)  or Communication, Language, and Culture (BA).  | ",preview_course_nopop.php?catoid=22&coid=108958,preview_course_nopop.php?catoid=22&coid=108961,preview_program.php?catoid=22&poid=10902#au_core_w1,preview_program.php?catoid=22&poid=10717,preview_program.php?catoid=22&poid=10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,320,Reporting ,(3),3,3,fall and spring,NA,NA,"Communication: Journalism (BA)  or Communication, Language, and Culture (BA)",NA,NA,COMM-100  and COMM-200  and completion of Written Communication and Information Literacy I  requirement,Written Communication and Information Literacy II,NA,NA
preview_course_nopop.php?catoid=22&coid=113011,"COMM-321 Identity, Power, and Misrepresentation (3) opens a new window",https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=113011," COMM-321 Identity, Power, and Misrepresentation (3)This course explores how systems of power including colonialism, imperialism, Orientalism, capitalism, racism, and heteropatriarchy affect media portrayals of groups with marginalized identities. It looks at why women are always fighting, crying, and competing for a man on reality television; why there is scarce coverage of poverty in the news media; and why people of color are increasingly bypassing traditional media and turning to social media to tell their stories. Usually Offered: fall.Grading: A-F only.Restriction: SOC majors . | ",preview_entity.php?catoid=22&ent_oid=1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,321,"Identity, Power, and Misrepresentation ",(3),3,3,fall,NA,A-F only,SOC majors ,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108972,COMM-322 Editorial Policies and Methods (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108972," COMM-322 Editorial Policies and Methods (3)Instruction and practice in editing. Online and newspaper copy editing, editorial judgment, deadline writing, and design and layout.Prerequisite: COMM-200  and COMM-320 . Restriction: Communication, Language, and Culture (BA)  or Communication: Journalism (BA) . | ",preview_course_nopop.php?catoid=22&coid=108961,preview_course_nopop.php?catoid=22&coid=108971,preview_program.php?catoid=22&poid=10869,preview_program.php?catoid=22&poid=10717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,322,Editorial Policies and Methods ,(3),3,3,NA,NA,NA,"Communication, Language, and Culture (BA)  or Communication: Journalism (BA) ",NA,NA,COMM-200  and COMM-320 ,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112014,COMM-323 Raking the Muck (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112014," COMM-323 Raking the Muck (3)This course examines the history and influence of muckraking, or investigative journalism, on American public policy. Students read the work of crusading journalists who exposed fraud, corruption and deception in American government and corporations from the late 1880s through the present day. Usually Offered: fall and spring.Grading: A-F only. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,323,Raking the Muck ,(3),3,3,fall and spring,NA,A-F only,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111983,"COMM-324 Race, Gender and Sexuality in the Media (3) opens a new window",https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111983," COMM-324 Race, Gender and Sexuality in the Media (3)This course challenges students to develop critical skills in examining and analyzing how persons of color, women, and members of the LGBT community are depicted in film, on entertainment television, and in the news. Students study these media genres and their role in both creating and reducing racism, sexism, and homophobia in American society. Usually Offered: fall and spring.Restriction: SOC majors , Communication (Minor) , or Interdisciplinary Studies: Communication, Legal Institutions, Economics, and Government (CLEG) (BA) . | ",preview_entity.php?catoid=22&ent_oid=1255,preview_program.php?catoid=22&poid=10720,preview_program.php?catoid=22&poid=10760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,324,"Race, Gender and Sexuality in the Media ",(3),3,3,fall and spring,NA,NA,"SOC majors , Communication (Minor) , or Interdisciplinary Studies: Communication, Legal Institutions, Economics, and Government (CLEG) (BA) ",NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108973,COMM-325 Feature Article Writing (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108973," COMM-325 Feature Article Writing (3)Study of short and long-form feature articles for web-zines, blogs, newspapers and magazines, with a focus on the art of the interview, investigative techniques and in-depth writing skills. Class also gives professional instruction in the marketing for publication of these articles. Usually Offered: spring. Prerequisite: COMM-320 .  | ",preview_course_nopop.php?catoid=22&coid=108971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,325,Feature Article Writing ,(3),3,3,spring,NA,NA,NA,NA,NA,COMM-320 ,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108974,COMM-326 Sports Journalism (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108974," COMM-326 Sports Journalism (3)The history of sports coverage and current issues in major sports. Examines legal, ethical, and social aspects including contract law, the relationship between hometown news media and local teams, women in sports, and the lure of sports heroes in a changing society. Usually Offered: spring. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,326,Sports Journalism ,(3),3,3,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108975,COMM-327 The PR Presidency (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108975," COMM-327 The PR Presidency (3)The modern U.S. presidency, irrespective of party or ideology, possesses one defining characteristic: it is built on a foundation of strategic communication and reputation management. This course explores the intricate ways in which public relations and the dynamic news media landscape have influenced the communication strategies employed by modern presidents and White House staff. Topics covered include campaigning, governing, shaping public opinion, image sculpting, addressing the nation, and the art of making news. Additionally, the course delves into historical presidential campaigns to evaluate the ethical implications and effectiveness of these political communication techniques, and their effects, both positive and negative, on democracy.  | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,327,The PR Presidency ,(3),3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108976,COMM-330 Principles of Photography (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108976," COMM-330 Principles of Photography (3)Introduction to basic technical and aesthetic principles of black and white photography, from learning how to operate 35mm film and digital SLR cameras, to processing and developing film, and printing both in the darkroom and digitally. Usually Offered: fall and spring. Prerequisite: ARTS-100 , ARTS-205 , COMM-105 , GDES-200 , or GDES-270 . Restriction: SOC majors , Audio Production (BA) , Graphic and Visual Communication Design (BA) , or Graphic and Visual Communication Design (Minor) . | ",preview_course_nopop.php?catoid=22&coid=108822,preview_course_nopop.php?catoid=22&coid=108823,preview_course_nopop.php?catoid=22&coid=108960,preview_course_nopop.php?catoid=22&coid=109353,preview_course_nopop.php?catoid=22&coid=112189,preview_entity.php?catoid=22&ent_oid=1255,preview_program.php?catoid=22&poid=10617,preview_program.php?catoid=22&poid=10544,preview_program.php?catoid=22&poid=10547,NA,NA,NA,NA,NA,NA,COMM,330,Principles of Photography ,(3),3,3,fall and spring,NA,NA,"SOC majors , Audio Production (BA) , Graphic and Visual Communication Design (BA) , or Graphic and Visual Communication Design (Minor) ",NA,NA,"ARTS-100 , ARTS-205 , COMM-105 , GDES-200 , or GDES-270 ",NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108977,COMM-331 Film and Video Production (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108977," COMM-331 Film and Video Production (3)Fundamental technical and aesthetic considerations involved in visual media production. Students learn the principles and procedures of sound recording and editing, cinematography, editing visual images, and preproduction planning. Usually Offered: fall and spring. Prerequisite: ARTS-205  or COMM-105;  and sophomore standing. Restriction: Audio Production (BA) , Business and Entertainment (BS) , Communication: Film and Media Arts (BA) , Communication, Language, and Culture (BA) , Graphic and Visual Communication Design (BA) , or Photography (BA) . | ",preview_course_nopop.php?catoid=22&coid=108823,preview_course_nopop.php?catoid=22&coid=108960,preview_program.php?catoid=22&poid=10617,preview_program.php?catoid=22&poid=10693,preview_program.php?catoid=22&poid=10716,preview_program.php?catoid=22&poid=10869,preview_program.php?catoid=22&poid=10544,preview_program.php?catoid=22&poid=10913,NA,NA,NA,NA,NA,NA,NA,COMM,331,Film and Video Production ,(3),3,3,fall and spring,NA,NA,"Audio Production (BA) , Business and Entertainment (BS) , Communication: Film and Media Arts (BA) , Communication, Language, and Culture (BA) , Graphic and Visual Communication Design (BA) , or Photography (BA) ",NA,NA,ARTS-205  or COMM-105;  and sophomore standing,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108978,COMM-337 Public Relations Writing (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108978," COMM-337 Public Relations Writing (3)Writing in public relations is the secret weapon for impact. This course dives into writing real-life message-driven documents, including news releases, media alerts, pitches, messaging/talking points, crisis statements and digital content/social media for communication campaigns. This includes advocacy, corporate, non-profit, entertainment, and strategic communication. Writing also includes images, graphics, and emotions. Student learn AP Style to communicate effectively with the media. Students leave with a portfolio of writing samples used to kickstart their careers. AU Core Integrative Requirement: Written Communication and Information Literacy II. Prerequisite: COMM-301  with grade of B or better, and completion of Written Communication and Information Literacy I  requirement. Restriction: Communication, Language, and Culture (BA)  or Public Relations & Strategic Communication (BA) . | ",preview_course_nopop.php?catoid=22&coid=108968,preview_program.php?catoid=22&poid=10902,preview_program.php?catoid=22&poid=10869,preview_program.php?catoid=22&poid=10718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,337,Public Relations Writing ,(3),3,3,NA,NA,NA,"Communication, Language, and Culture (BA)  or Public Relations & Strategic Communication (BA) ",NA,NA,"COMM-301  with grade of B or better, and completion of Written Communication and Information Literacy I  requirement",Written Communication and Information Literacy II,NA,NA
preview_course_nopop.php?catoid=22&coid=108979,COMM-346 Public Relations Case Studies (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108979," COMM-346 Public Relations Case Studies (3)Students in this course learn both by doing and by assessing the work of others. Student research, review, discuss, and critically analyze award-winning strategic communication campaigns across various disciplines to understand what worked well and what did not. Students also prepare an original case study of a recent situation involving companies, non-profit organizations, or government entities. Learning how to write a case study teaches a necessary skill, contributes to the profession’s body of knowledge, and provides practical suggestions for improving the strategic communication function.Prerequisite: COMM-301  with grade of B or better. Restriction: Communication, Language, and Culture (BA)  or Public Relations & Strategic Communication (BA) . | ",preview_course_nopop.php?catoid=22&coid=108968,preview_program.php?catoid=22&poid=10869,preview_program.php?catoid=22&poid=10718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,346,Public Relations Case Studies ,(3),3,3,NA,NA,NA,"Communication, Language, and Culture (BA)  or Public Relations & Strategic Communication (BA) ",NA,NA,COMM-301  with grade of B or better,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111617,COMM-351 AU Abroad Communication Program (1-6) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111617, COMM-351 AU Abroad Communication Program (1-6) Topics vary by section. Rotating topics focus on communication in a foreign language and/or culture. Taught at an international university or AU study center abroad.Repeatable for credit with different topic.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,351,AU Abroad Communication Program ,(1-6),1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108980,COMM-365 Digital Media and Culture (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108980," COMM-365 Digital Media and Culture (3)This course examines the role that digital media technologies play in culture and society. It presents historical and contemporary theories about how digital media enable practices through which individual identity is formed, social relations manifest, political discourse occurs, and economic power flows. It draws attention to the significance of digital media in reinforcing legacies of oppression and structures of marginalization, as well as their potential for social activism and change. AU Core Integrative Requirement: Diversity and Equity.Usually Offered: fall, spring, and summer.Restriction: SOC majors . | ",preview_entity.php?catoid=22&ent_oid=1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,365,Digital Media and Culture ,(3),3,3,"fall, spring, and summer",NA,NA,SOC majors ,NA,NA,NA,Diversity and Equity,NA,NA
preview_course_nopop.php?catoid=22&coid=111335,COMM-369 Personal Branding and Online Identity (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111335," COMM-369 Personal Branding and Online Identity (3)Personal branding is a 24/7 challenge and an opportunity; more employers are searching for employees on social networks and focusing on their digital brands. This course teaches students to create, maintain, and manage their brand. Key communication theories and concepts, along with various online tools, supply the foundation for the course. Students leave the course with key items to use online and in their professional portfolio. Grading: A-F only. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,369,Personal Branding and Online Identity ,(3),3,3,NA,NA,A-F only,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111985,COMM-378 Introduction to Communication Research Methods (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111985," COMM-378 Introduction to Communication Research Methods (3)Media and communication are central to our understanding of public affairs as well as how we conduct our private lives. This course provides students with the essential skills they need to study media technologies, media industries, and the communicative processes they engender. They learn how to analyze news content, scrape and study web and social media data, and conduct interviews, surveys, and experiments to examine media consumption habits and its effects on the public’s social and political behaviors. They also develop a critical appreciation for rigorous quantitative and qualitative social research. AU Core Integrative Requirement: Quantitative Literacy II.Usually Offered: fall.Grading: A-F only. Prerequisite: COMM-100  and completion of Quantitative Literacy I  requirement.  | ",preview_course_nopop.php?catoid=22&coid=108958,preview_program.php?catoid=22&poid=10902#au_core_q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,378,Introduction to Communication Research Methods ,(3),3,3,fall,NA,A-F only,NA,NA,NA,COMM-100  and completion of Quantitative Literacy I  requirement,Quantitative Literacy II,NA,NA
preview_course_nopop.php?catoid=22&coid=108981,COMM-380 Public Communication Research (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108981," COMM-380 Public Communication Research (3)This course teaches a range of research methods that are essential to careers in public relations and strategic communication. Students develop quantitative and qualitative analytical skills, learn how to formulate research questions and develop and execute a research design, including sampling, measurement, data collection, and interpretation of results. Using methods such as surveys, experiments, content analysis, and focus groups, students learn to harness the power of data to address complex questions, including using relevant analysis software packages. Finally, they apply the results to solve strategic communication problems and learn to present research findings compellingly to a range of audiences. AU Core Integrative Requirement: Quantitative Literacy II. Prerequisite: COMM-301  with grade of B or better and completion of Quantitative Literacy I  requirement. Restriction: Public Relations & Strategic Communication (BA)  or Communication, Language, and Culture (BA) . | ",preview_course_nopop.php?catoid=22&coid=108968,preview_program.php?catoid=22&poid=10902,preview_program.php?catoid=22&poid=10718,preview_program.php?catoid=22&poid=10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,380,Public Communication Research ,(3),3,3,NA,NA,NA,"Public Relations & Strategic Communication (BA)  or Communication, Language, and Culture (BA) ",NA,NA,COMM-301  with grade of B or better and completion of Quantitative Literacy I  requirement,Quantitative Literacy II,NA,NA
preview_course_nopop.php?catoid=22&coid=108983,COMM-385 Digital Audio and Podcast Production (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108983," COMM-385 Digital Audio and Podcast Production (3)Writing, reporting, interviewing, and digital editing of audio stories. The class emphasizes audio news production, narrative and non-narrative storytelling. Students work under deadline, creating radio newscasts and/or podcasts, and build an online portfolio of audio, web stories. Usually Offered: fall and spring. Prerequisite: COMM-305 . Restriction: Communication: Journalism (BA)  or Communication, Language, and Culture (BA) . | ",preview_course_nopop.php?catoid=22&coid=108969,preview_program.php?catoid=22&poid=10717,preview_program.php?catoid=22&poid=10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,385,Digital Audio and Podcast Production ,(3),3,3,fall and spring,NA,NA,"Communication: Journalism (BA)  or Communication, Language, and Culture (BA) ",NA,NA,COMM-305 ,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111859,COMM-387 Strategic Communication and Event Management (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111859," COMM-387 Strategic Communication and Event Management (3)Public relations uses events as a tool to strategically reach the media for maximum impact. This course dives into planning logistics for various corporate and media events, including executive retreats, press and influencer trips, corporate VIP events, media tours, and red carpets. Students learn how to brand an event and create a budget, event timeline, travel tracker, and talent/executive media schedule. The course includes experiential learning by conducting a local site visit to a DC venue. Grading: A-F only. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,387,Strategic Communication and Event Management ,(3),3,3,NA,NA,A-F only,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111715,COMM-388 Collaboration and Team Communication (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111715," COMM-388 Collaboration and Team Communication (3)The ability to work with others in teams has become an imperative. This course introduces students to the communication concepts and skills of forming, monitoring, and managing effective teams, including team motivation, productivity, collaboration, and conflict management. Students develop competencies through in-class experiential learning exercises and guided team projects. Usually Offered: fall.Grading: A-F only. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,388,Collaboration and Team Communication ,(3),3,3,fall,NA,A-F only,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=113044,COMM-389 Storytelling for Changemakers Experience (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=113044," COMM-389 Storytelling for Changemakers Experience (3)Using a design-thinking approach, students work with a real-world client to devise innovative solutions to complex problems and opportunities through strategic storytelling. The cohort amplifies messages related to public health, racial inequity, food insecurity, climate change, and other topics, effecting change on behalf of organizations that share these missions and values. Students receive leadership training as part of the course. Usually Offered: fall and spring.Grading: A-F only.Restriction: SOC majors. Permission: instructor.Note: Application required; consult SOC advisor for more information.  | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,389,Storytelling for Changemakers Experience ,(3),3,3,fall and spring,NA,A-F only,SOC majors,Application required; consult SOC advisor for more information,instructor,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108984,COMM-390 Independent Reading Course in Communication (1-6) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108984, COMM-390 Independent Reading Course in Communication (1-6) Grading: IP-eligible. Permission: instructor and division director.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,390,Independent Reading Course in Communication ,(1-6),1,6,NA,NA,IP-eligible,NA,NA,instructor and division director,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108985,COMM-391 Communication Careers Internship (2) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108985, COMM-391 Communication Careers Internship (2) Grading: IP-eligible. Permission: instructor and school.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,391,Communication Careers Internship ,(2),2,2,NA,NA,IP-eligible,NA,NA,instructor and school,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112505,COMM-394 Community Service-Learning Project (1) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112505, COMM-394 Community Service-Learning Project (1) Grading: Pass/Fail only.Restriction: Not open to Communication: Journalism (BA)  or Public Relations & Strategic Communication (BA) . Permission: instructor and Center for Leadership and Community Engagement. |,preview_program.php?catoid=22&poid=10717,preview_program.php?catoid=22&poid=10718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,394,Community Service-Learning Project ,(1),1,1,NA,NA,Pass/Fail only,Not open to Communication: Journalism (BA)  or Public Relations & Strategic Communication (BA) ,NA,instructor and Center for Leadership and Community Engagement,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111085,COMM-396 Selected Topics: Non-Recurring (1-6) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111085, COMM-396 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,396,Selected Topics: Non-Recurring ,(1-6),1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=112665,COMM-400 Community Documentary: Stories of Transformation (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=112665," COMM-400 Community Documentary: Stories of Transformation (3)In this advanced documentary production course, students collaborate with a local storyteller within a DC-based, non-profit organization to produce a short documentary. Students also study the wider social forces impacting DC residents such as homelessness, gentrification and urban inequality. These resulting films become part of a wider community storytelling initiative at the Community Voice Lab, and can be used in public meetings, websites, and elsewhere to mobilize communities and empower the storytellers and organizations alike.Crosslist: COMM-600 . Usually Offered: spring.Grading: A-F only. Prerequisite: COMM-331 .  | ",preview_course_nopop.php?catoid=22&coid=109019,preview_course_nopop.php?catoid=22&coid=108977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,400,Community Documentary: Stories of Transformation ,(3),3,3,spring,COMM-600 ,A-F only,NA,NA,NA,COMM-331 ,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=108986,COMM-401 Communication Law (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=108986," COMM-401 Communication Law (3)Practical introduction to the U.S. legal system and to laws, regulations, and current cases involving media. Includes a broad understanding of libel, copyright, advertising regulation and First Amendment protections across traditional and emerging media platforms. Introduction to legal writing and research, reasoning and analytic skills. Usually Offered: fall and spring. | ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,401,Communication Law ,(3),3,3,fall and spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=109045,COMM-402 Advanced Portfolio: Visual Media (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=109045," COMM-402 Advanced Portfolio: Visual Media (3)Students pursue in-depth visual media projects for their professional portfolios. The course is multi-visual media; students may work in still, moving, or digital image, or any combination of media in which they are proficient. Most students produce two projects during the semester. Group critiques are required. AU Core Integrative Requirement: Capstone.Usually Offered: spring. Repeatable for credit.Prerequisite: COMM-282 , COMM-330 , and COMM-331 ; and senior standing. Restriction: Communication: Film and Media Arts (BA)  or Communication, Language, and Culture (BA) . | ",preview_course_nopop.php?catoid=22&coid=108982,preview_course_nopop.php?catoid=22&coid=108976,preview_course_nopop.php?catoid=22&coid=108977,preview_program.php?catoid=22&poid=10716,preview_program.php?catoid=22&poid=10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,402,Advanced Portfolio: Visual Media ,(3),3,3,spring,NA,NA,"Communication: Film and Media Arts (BA)  or Communication, Language, and Culture (BA) ",NA,NA,"COMM-282 , COMM-330 , and COMM-331 ; and senior standing",Capstone,NA,NA
preview_course_nopop.php?catoid=22&coid=111606,COMM-408 Social Media Strategies and Tactics (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111606," COMM-408 Social Media Strategies and Tactics (3)Just as many individuals are on social media but not all are effective at it; the same is also true for companies, nonprofits, the government, and other organizations. This course focuses on understanding how organizations employ digital strategic communications in their public relations outreach. Students learn best practices through case studies, the use of social media tools, and experts in social media from various fields. They craft a strategy and the accompanying tactics that use search engine marketing, mobile communications, and online campaigns.Crosslist: COMM-608 .Prerequisite: COMM-301 .  | ",preview_course_nopop.php?catoid=22&coid=109036,preview_course_nopop.php?catoid=22&coid=108968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,408,Social Media Strategies and Tactics ,(3),3,3,NA,COMM-608 ,NA,NA,NA,NA,COMM-301 ,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=111722,COMM-409 Journalism Ethics (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=111722," COMM-409 Journalism Ethics (3)This course provides students with a fundamental understanding of the professional responsibilities journalists owe to society. It also provides practical training in ethical decision making. Discusses how best to meet professional obligations on a day-to-day basis and looks ahead to future ethical issues on the horizon.Crosslist: COMM-609 . Usually Offered: fall and spring.Grading: A-F only.Restriction: Communication: Journalism (BA) , Communication: Communication Studies (BA) , or Communication, Language, and Culture (BA) . | ",preview_course_nopop.php?catoid=22&coid=109005,preview_program.php?catoid=22&poid=10717,preview_program.php?catoid=22&poid=10715,preview_program.php?catoid=22&poid=10869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,409,Journalism Ethics ,(3),3,3,fall and spring,COMM-609 ,A-F only,"Communication: Journalism (BA) , Communication: Communication Studies (BA) , or Communication, Language, and Culture (BA) ",NA,NA,NA,NA,NA,NA
preview_course_nopop.php?catoid=22&coid=109007,COMM-411 History of Documentary (3) opens a new window,https://catalog.american.edu/preview_course_nopop.php?catoid=22&coid=109007," COMM-411 History of Documentary (3)Development of the documentary form from early cinema to the digital era. Explores documentary in terms of aesthetic strategies, ethical issues, and economic and historical context.AU Core Habits of Mind: Socio-Historical Inquiry.Crosslist: COMM-611 . Usually Offered: spring. | ",preview_course_nopop.php?catoid=22&coid=111566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COMM,411,History of Documentary ,(3),3,3,spring,COMM-611 ,NA,NA,NA,NA,NA,NA,NA,NA
