title,description,dept,course_num,course_name,min_credits,max_credits,offered,grading,note,course_abbrev
ENVS-380 Topics in Environmental Science (1-3) opens a new window," ENVS-380 Topics in Environmental Science (1-3) Topics vary by section. Rotating topics providing topical, rigorous science- and policy-based instruction and experiential learning that prepare students for further inquiry in environmental fields.Repeatable for credit with different topic.  | ",ENVS,380,Topics in Environmental Science,1,3,,,,ENVS-380
ENVS-390 Independent Reading Course in Environmental Studies (1-6) opens a new window,ENVS-390 Independent Reading Course in Environmental Studies (1-6) Grading: IP-eligible. Permission: instructor and department chair.  |,ENVS,390,Independent Reading Course in Environmental Studies,1,6,,IP-eligible,,ENVS-390
ENVS-394 Community Service-Learning Project (1) opens a new window,ENVS-394 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,ENVS,394,Community Service-Learning Project,1,1,,Pass/Fail only,,ENVS-394
ENVS-396 Selected Topics: Non-Recurring (1-6) opens a new window,ENVS-396 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,ENVS,396,Selected Topics: Non-Recurring,1,6,,,,ENVS-396
ENVS-410 Environmental Science I (3) opens a new window," ENVS-410 Environmental Science I (3)This course starts with the history and overarching concepts of environmental science, and continues with a survey of aspects including population and demographics; agriculture and toxic substances; energy sources, energy utilization, and efficiency; water resources and pollution; local and regional air pollution; and ozone depletion and global warming/climate change. Examples are chosen with a current global perspective and an eye to policy debates.Crosslist: ENVS-610 . Usually Offered: fall. | ",ENVS,410,Environmental Science I,3,3,fall,,,ENVS-410
ENVS-415 Environmental Science II (3) opens a new window," ENVS-415 Environmental Science II (3)This course covers the geological cycling of nutrients and elements that are heavily influenced by biological function as well as geochemical processes. The global geochemical cycles of oxygen, hydrogen, sulfur, nitrogen, carbon, etc. are broken down and quantified. The course also covers the origins of the biosphere, biogeochemistry of land and water, climate change scenarios, carbon sequestration, and environmental acidification. Current research articles addressing important areas of environmental science are presented, linking the science discussed in class with environmental policy decisions and debates.Crosslist: ENVS-615 . Usually Offered: spring. | ",ENVS,415,Environmental Science II,3,3,spring,,,ENVS-415
ENVS-430 Environmental Modeling (3) opens a new window," ENVS-430 Environmental Modeling (3)In the twenty-first century, answering environmental questions relies on the ability to extract quantitative information from environmental data. Using real environmental data, this course introduces basic data analysis techniques to quantitatively describe environmental systems and construct models to track and predict their evolution over time. It includes fundamentals of data analysis and statistics, as well as introductory Python coding.Crosslist: ENVS-630 .  | ",ENVS,430,Environmental Modeling,3,3,,,,ENVS-430
ENVS-450 Environmental Data Analysis and Visualization (3) opens a new window," ENVS-450 Environmental Data Analysis and Visualization (3)Environmental science draws upon diverse types of data to understand how human actions impact the environment and inform the management of environmental systems. Effective data visualization is also an increasingly important aspect of environmental science communication. This course focuses on the basic data analysis and visualization skills necessary to bring together environmental data that vary in time, space, type, and quality. It includes fundamentals of data management and reproducible workflows, introductory coding, and basic principles of data visualization. Students apply these skills to real data that relate to current environmental issues.Crosslist: ENVS-650 . Usually Offered: spring. | ",ENVS,450,Environmental Data Analysis and Visualization,3,3,spring,,,ENVS-450
ENVS-452 Sustainable Seafood: Science and Management (3) opens a new window," ENVS-452 Sustainable Seafood: Science and Management (3)This course provides students with a foundational background of the ecological science and management practices that underpin sustainable aquatic food production. Students learn about aquatic ecosystems, fish populations ecology, and aquatic food webs. Students also learn how these concepts relate to fishery management and conservation, such as traditional practices, market-based tools, and spatial closures. The course takes a social-ecological systems-approach to evaluating both the challenges and opportunities for aquatic foods to contribute to sustainable food systems.Crosslist: ENVS-652 .  | ",ENVS,452,Sustainable Seafood: Science and Management,3,3,,,,ENVS-452
ENVS-454 Geographic Information Systems (3) opens a new window," ENVS-454 Geographic Information Systems (3)Geographic Information Systems (GIS) are tools for managing, describing, analyzing, and communicating spatial data. This course introduces the concepts and components of a GIS. It also teaches the essential skills of operating a functional GIS through the use of the ArcGIS Pro software package. By completing this course, students understand the operational processes of spatial data acquisition, editing, metadata development, geodatabase design, spatial query, spatial analysis, and cartographic presentation. Students are also exposed to Google Earth and common open source GIS tools, as well as the basic concepts of remote sensing and Global Positioning System (GPS). AU Core Integrative Requirement: Quantitative Literacy II. Crosslist: ENVS-654 . Usually Offered: fall and spring. Prerequisite: completion of Quantitative Literacy I  requirement and completion of Written Communication and Information Literacy I  requirement.  | ",ENVS,454,Geographic Information Systems,3,3,fall and spring,,,ENVS-454
ENVS-455 Environmental Geographic Information Systems (3) opens a new window," ENVS-455 Environmental Geographic Information Systems (3)Geographic Information Systems (GIS) hardware and software are commonly used to map and analyze the drivers and implications of deforestation, urbanization, flooding, air/water/soil pollution, environmental health disparities, and myriad other spatial-environmental phenomena. In this course, students enhance their theoretical and technical knowledge of GIS through analysis and cartographic representation of socio-environmental issues. The course primarily uses ArcGIS Pro, with emphasis on spatial modeling and Model Builder. AU Core Integrative Requirement: Quantitative Literacy II. Crosslist: ENVS-655 .Prerequisite: completion of Quantitative Literacy I  requirement.Note: Open to both new and intermediate GIS users; material is presented quickly, and students should be self-motivated to seek technical assistance.  | ",ENVS,455,Environmental Geographic Information Systems,3,3,,,"Open to both new and intermediate GIS users; material is presented quickly, and students should be self-motivated to seek technical assistance",ENVS-455
ENVS-460 Climatology (3) opens a new window," ENVS-460 Climatology (3)This course investigates the physical and energetic exchange mechanisms within the atmosphere through time and space. Climate is examined by reconstructing the past and modeling future trends. Emphasis is placed on large-scale climate patterns, but the processes involved in storm front development also are explored. Topics covered include atmosphere-ocean interaction, wind circulation patterns, atmospheric water vapor and temperature, hurricane and tornado development, and the climate’s impact on humans and their response to it. AU Core Integrative Requirement: Quantitative Literacy II. Crosslist: ENVS-660 . Usually Offered: alternate falls (odd years). Prerequisite: completion of Quantitative Literacy I  requirement.  | ",ENVS,460,Climatology,3,3,alternate falls (odd years),,,ENVS-460
ENVS-465 Environmental Risk Assessment and Global Green Transformation (3) opens a new window," ENVS-465 Environmental Risk Assessment and Global Green Transformation (3)This is an applied, hands-on case studies-based course that covers the most recent examples of environmental risk assessment and valuation/economic analyses from the U.S. Government, World Bank, corporations, and leading non-governmental organizations (NGOs). Students learn how to use state-of-the-art environmental risk assessments to make informed decisions that promote an equitable global green transition. The curriculum provides a holistic view from underlying science to quantitative policy analysis and communication.Crosslist: ENVS-665 . Usually Offered: fall. | ",ENVS,465,Environmental Risk Assessment and Global Green Transformation,3,3,fall,,,ENVS-465
ENVS-470 Water Resources (3) opens a new window," ENVS-470 Water Resources (3)A study of the availability, quality, dynamics, and cycles of water. Emphasizes the hydrologic cycle and relevant atmospheric processes, subsurface movement of water, floods and droughts, drainage basin analysis, and factors affecting water quality.Crosslist: ENVS-670 . Usually Offered: spring. | ",ENVS,470,Water Resources,3,3,spring,,,ENVS-470
ENVS-475 Environmental Toxicology (3) opens a new window," ENVS-475 Environmental Toxicology (3)This course combines elements of many scientific disciplines including biology, chemistry, environmental science, and risk assessment. It is the study of the effects of toxic substances on environmental systems and in living organisms including humans. In this course students gain an understanding of the sources of environmental contaminants; examine toxicological methods to assess the fate and effects of environmental chemicals on organisms and the environment; and explore toxic substances of current and emerging concern. The fundamental concepts are reinforced by discussions and projects that draw upon case studies and the peer-reviewed scientific literature.Crosslist: ENVS-675 . Usually Offered: alternate springs (even years). Prerequisite: BIO-110  or CHEM-110  and CHEM-111 , ENVS-260 , and a minimum of 60 credits.  | ",ENVS,475,Environmental Toxicology,3,3,alternate springs (even years),,,ENVS-475
ENVS-485 Remote Sensing: Environmental Measurement from Satellites and Drones (3) opens a new window," ENVS-485 Remote Sensing: Environmental Measurement from Satellites and Drones (3)Satellite and aerial imagery allow for analysis of environmental conditions and change at every point on earth, nearly every day. This course introduces multispectral (e.g., Landat, MODIS) and hyperspectral imagery as well as lidar (light detection and ranging) data in the context of quantitative ecological analysis. The course includes remote sensing physical bases, sensors, applications, and methods. AU Core Integrative Requirement: Quantitative Literacy II. Crosslist: ENVS-685 .Prerequisite: completion of Quantitative Literacy I  requirement.  | ",ENVS,485,Remote Sensing: Environmental Measurement from Satellites and Drones,3,3,,,,ENVS-485
ENVS-489 Seminar in Environmental Science (1) opens a new window," ENVS-489 Seminar in Environmental Science (1)This course provides an overview of current themes in environmental science, possible career paths, and useful skills within and beyond academia. Approximately half of the sessions are dedicated to talks by internal and external speakers on environmental science research or applications. External speakers may include experts and practitioners from academia, non-profits, and industry. Internal speakers include AU faculty as well as graduate students defending their proposals or theses. The remaining sessions focus on journal article reading and discussion with a goal of elevating understanding of scientific methods and communication across a range of environmental science sub-disciplines.Crosslist: ENVS-689 .Repeatable for credit.  | ",ENVS,489,Seminar in Environmental Science,1,1,,,,ENVS-489
ENVS-490 Independent Study Project in Environmental Studies (1-6) opens a new window,ENVS-490 Independent Study Project in Environmental Studies (1-6) Grading: IP-eligible. Permission: instructor and department chair.  |,ENVS,490,Independent Study Project in Environmental Studies,1,6,,IP-eligible,,ENVS-490
ENVS-491 Internship in Environmental Studies (1-6) opens a new window,ENVS-491 Internship in Environmental Studies (1-6) Grading: IP-eligible. Permission: instructor and department chair.  |,ENVS,491,Internship in Environmental Studies,1,6,,IP-eligible,,ENVS-491
ENVS-492 Senior Capstone in Environmental Studies (3) opens a new window," ENVS-492 Senior Capstone in Environmental Studies (3)This course is designed to put into practice environmental problem solving by having students articulate, design, research, and implement an environmental assessment or improvement project. A key component of the course is team projects dealing with a real-world, local issues as well as engaging in debates around controversial environmental issues. In addition, students examine the role of science in environmental policy, politics, and communication. In this regard, students have an opportunity to identify issues that are of keen interest to them and have those incorporated into the course. Finally, the course covers a range of professional development topics such as resume and cover letter writing and networking. AU Core Integrative Requirement: Capstone.Usually Offered: fall. Prerequisite: senior standing. Restriction: Environmental Studies (BA)  or Environmental Science (BS) . | ",ENVS,492,Senior Capstone in Environmental Studies,3,3,fall,,,ENVS-492
ENVS-494 Community Service-Learning Project (1) opens a new window,ENVS-494 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,ENVS,494,Community Service-Learning Project,1,1,,Pass/Fail only,,ENVS-494
ENVS-496 Selected Topics: Non-Recurring (1-6) opens a new window,ENVS-496 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,ENVS,496,Selected Topics: Non-Recurring,1,6,,,,ENVS-496
FIN-196 Selected Topics: Non-Recurring (1-6) opens a new window,FIN-196 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,FIN,196,Selected Topics: Non-Recurring,1,6,,,,FIN-196
FIN-197 Financial Literacy I: Financial Planning and the Time Value of Money (1) opens a new window,FIN-197 Financial Literacy I: Financial Planning and the Time Value of Money (1)This is the first course of a three-course sequence for students to build their financial literacy. It provides a foundation of the basic concepts of personal financial literacy. It includes an introduction to basic personal financial planning and personal budgeting including the effects of taxes as well as the concept of the time value of money and how to make time value of money calculations. Restriction: Registration not allowed in both FIN-197 and FIN-200 . Note: Students may not receive credit toward a degree for both FIN-197 and FIN-200 .  |,FIN,197,Financial Literacy I: Financial Planning and the Time Value of Money,1,1,,,Students may not receive credit toward a degree for both FIN-197 and FIN-200 ,FIN-197
"FIN-198 Financial Literacy II: Debt, Insurance, and Savings (1) opens a new window"," FIN-198 Financial Literacy II: Debt, Insurance, and Savings (1)This is the second course of a three-course sequence for students to build their financial literacy. The course explains how the various forms of credit work as well as the advantages and disadvantages of different types of credit. It provides an understanding of the options for personal, medical, automobile, and real estate insurance, and shows how to develop a personal savings plan.Prerequisite: FIN-197 . Restriction: Registration not allowed in both FIN-198 and FIN-200 . Note: Students may not receive credit toward a degree for both FIN-198 and FIN-200 .  | ",FIN,198,"Financial Literacy II: Debt, Insurance, and Savings ",1,1,,,Students may not receive credit toward a degree for both FIN-198 and FIN-200 ,FIN-198
FIN-199 Financial Literacy III: Personal Investing (1) opens a new window," FIN-199 Financial Literacy III: Personal Investing (1)This is the third course of a three-course sequence for students to build their financial literacy. The course explains modern investment theory, the variety of investment instruments, and fundamental investing strategies.Prerequisite: FIN-197 . Restriction: Registration not allowed in both FIN-199 and FIN-200 . Note: Students may not receive credit toward a degree for both FIN-199 and FIN-200 .  | ",FIN,199,Financial Literacy III: Personal Investing,1,1,,,Students may not receive credit toward a degree for both FIN-199 and FIN-200 ,FIN-199
FIN-200 Personal Finance and Financial Institutions (3) opens a new window," FIN-200 Personal Finance and Financial Institutions (3)Provides the background for making personal financial decisions within a social and institutional context and developing future financial plans. Shows how to set financial goals, devise strategies to attain them, and understand the tradeoffs inherent in the decision making process. Includes cash flow control, banking, credit, taxes, financing houses and automobiles, insurance, investments, and estate planning. Restriction: Registration not allowed in both FIN-200, and FIN-197 , FIN-198 , or FIN-199 . Note: Students may not receive credit toward a degree for both FIN-200, and FIN-197 , FIN-198 , or FIN-199 .  | ",FIN,200,Personal Finance and Financial Institutions,3,3,,,"Students may not receive credit toward a degree for both FIN-200, and FIN-197 , FIN-198 , or FIN-199 ",FIN-200
FIN-201 Real World Investing and Applied Personal Finance (3) opens a new window,FIN-201 Real World Investing and Applied Personal Finance (3)This course presents students a professional-level investment methodology that begins with investor goals and proceeds toward the choice of individual investments. The course provides students with alternative methods for successful investing as opposed to trading and focuses on active and passive approaches. The course assists students in life-long personal investing.Prerequisite: FIN-200 .  |,FIN,201,Real World Investing and Applied Personal Finance,3,3,,,,FIN-201
FIN-230 Finance: Concepts and Applications (3) opens a new window," FIN-230 Finance: Concepts and Applications (3)This introductory course for non-business majors surveys the fundamental concepts and applications in finance, including financial markets, time value of money, risk and return, stock and bond valuation, and capital budgeting. Basic accounting, economic, and statistical concepts are introduced and firm and industry examples are used to illustrate various types of managerial problems.Note: This course is designed for non-business majors and may not be substituted for FIN-365  and/or ACCT-240 .  | ",FIN,230,Finance: Concepts and Applications,3,3,,,This course is designed for non-business majors and may not be substituted for FIN-365  and/or ACCT-240 ,FIN-230
FIN-296 Selected Topics: Non-Recurring (1-6) opens a new window,FIN-296 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,FIN,296,Selected Topics: Non-Recurring,1,6,,,,FIN-296
FIN-365 Business Finance (3) opens a new window," FIN-365 Business Finance (3)This course gives an overview of the fundamentals of business finance and provides students with powerful tools to understand and address financial challenges that modern businesses confront. Topics covered include financial statement analysis, time value of money, capital budgeting, valuation of bonds and stocks, risk-return trade-off, market efficiency, introduction to capital asset pricing models, and international finance. Topics are presented in a lecture/discussion format with an emphasis on practical applications, analytical thinking, and problem-solving techniques. AU Core Integrative Requirement: Quantitative Literacy II. Prerequisite: ACCT-240 , ECON-150  or ECON-200 , and STAT-204 , and completion of Quantitative Literacy I  requirement. Restriction: Registration not allowed in both FIN-365 and KSB-221 . Note: Students may not receive credit toward a degree for both FIN-365 and KSB-221 .  | ",FIN,365,Business Finance,3,3,,,Students may not receive credit toward a degree for both FIN-365 and KSB-221 ,FIN-365
FIN-368 Intermediate Corporate Finance (3) opens a new window," FIN-368 Intermediate Corporate Finance (3)Investment, financing, and dividend-policy decisions of the financial manager. Case studies and problems are some of the tools used to enable the student to make and see the effects of financial decisions.Prerequisite: FIN-365  with grade of C or better.  | ",FIN,368,Intermediate Corporate Finance,3,3,,,,FIN-368
FIN-369 Investment Analysis (3) opens a new window," FIN-369 Investment Analysis (3)Investment objectives. Methods of appraising corporate equity, debt, and other securities. Portfolio theory and management, technical analysis, random walk theory, and the role of institutional investors. Case studies and computer simulation are used.Prerequisite: FIN-365  with grade of C or better.  | ",FIN,369,Investment Analysis,3,3,,,,FIN-369
FIN-390 Independent Reading Course in Finance (1-3) opens a new window,FIN-390 Independent Reading Course in Finance (1-3) Grading: IP-eligible. Permission: instructor and department chair.  |,FIN,390,Independent Reading Course in Finance,1,3,,IP-eligible,,FIN-390
FIN-391 Internship in Finance (1-6) opens a new window,FIN-391 Internship in Finance (1-6)Provides students with the opportunity to blend practical business work experience with academic study. The academic workload varies depending on the internship credit to be earned. Grading: IP-eligible. Prerequisite: FIN-365  and KSB-101 .Permission: instructor.  |,FIN,391,Internship in Finance,1,6,,IP-eligible,,FIN-391
FIN-394 Community Service-Learning Project (1) opens a new window,FIN-394 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,FIN,394,Community Service-Learning Project,1,1,,Pass/Fail only,,FIN-394
FIN-396 Selected Topics: Non-Recurring (1-6) opens a new window,FIN-396 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,FIN,396,Selected Topics: Non-Recurring,1,6,,,,FIN-396
FIN-410 The Tools of Financial Markets (1) opens a new window," FIN-410 The Tools of Financial Markets (1)This course introduces students to the most up-to-date financial analytical tools, including Bloomberg and Thomson-Reuters, which support the data collection and analysis for companies, equity, fixed income, foreign exchange (forex), and commodities. The course provides hands-on usage of current financial software and industry databases and prepares students to complete the Bloomberg certification.Crosslist: FIN-610 . Grading: Pass/Fail only. Note: Knowledge of Excel required.  | ",FIN,410,The Tools of Financial Markets,1,1,,Pass/Fail only,Knowledge of Excel required,FIN-410
FIN-450 Investment Banking: Valuation Tools and Techniques (3) opens a new window," FIN-450 Investment Banking: Valuation Tools and Techniques (3)This course focuses on the theory and analytics used to value companies, mergers and acquisitions (M&As), private equity placements, and buyout transactions through case readings and real life cases. The course examines the primary functions of investment banking such as: mergers & acquisitions, LBO and corporate restructuring and the creation of value through financial advisory services. Additionally, students explore the jargon, key players, and institutional perspectives of different transactions through a variety of analyses commonly performed by investment bankers and private equity professionals.Crosslist: FIN-650 .Prerequisite: FIN-365 .  | ",FIN,450,Investment Banking: Valuation Tools and Techniques,3,3,,,,FIN-450
FIN-451 Private Company Valuation (3) opens a new window," FIN-451 Private Company Valuation (3)This course explores the process to establish a value for an entire or partial interest in a private company when deciding the price to pay or to receive in a variety of situations. It covers venture capitalist or private equity investments in start-ups or early stages, and entrepreneurs seeking capital or buy-sell agreements, exit planning, fairness opinion, financial reporting, corporate restructuring, and mergers and acquisitions. Students learn different methods of valuation, their strengths and weaknesses, and when to apply them. The course provides a pathway to becoming a Certified Valuation Analyst (CVA).Crosslist: FIN-651 .Prerequisite: FIN-365  with grade of C or better.  | ",FIN,451,Private Company Valuation,3,3,,,,FIN-451
FIN-452 Microfinance and Financial Inclusion (3) opens a new window," FIN-452 Microfinance and Financial Inclusion (3)This course provides students with an introduction to and overview of the microfinance field along with financial inclusion. It covers the history and evolution of microfinance, the characteristics of microenterprises, and application of financial sector development concepts to microfinance; tools for measuring poverty and impact of microfinance services; financial and technical assessment tools for measuring financial and managerial performance of microfinance institutions; and the sources of equity and debt financing for microfinance. In addition, the course addresses the problems of financial inclusion in emerging markets and the strategies required to expand the process of financial inclusion.Crosslist: FIN-652 , IBUS-452 , and IBUS-652 .Prerequisite: junior standing.  | ",FIN,452,Microfinance and Financial Inclusion,3,3,,,,FIN-452
FIN-460 Financial Modeling (3) opens a new window," FIN-460 Financial Modeling (3)This course provides students with decision-making skills derived from the ability to understand, perform, and interpret complex financial calculations and models used in finance. It presents the theory and practice of finance, emphasizing computer-based financial modeling, forecasting and the use of financial software applications to analyze the impacts of financial decisions. The course covers a variety of techniques, such as sensitivity and scenario analysis, optimization methods and Monte Carlo simulation.Crosslist: FIN-660 .Prerequisite: FIN-365  with grade of C or better.  | ",FIN,460,Financial Modeling,3,3,,,,FIN-460
FIN-461 Behavioral Finance (3) opens a new window," FIN-461 Behavioral Finance (3) This course examines the field of finance within the context of behavior theory. Students learn the underlying principles and latest research on decision-making under conditions of uncertainty in financial settings. Topics include the behavioral aspects of corporate finance, asset prices, and financial market anomalies.Crosslist: FIN-661 . Grading: A-F only. Prerequisite: FIN-365  with grade of C or better.  | ",FIN,461,Behavioral Finance,3,3,,A-F only,,FIN-461
FIN-462 Private Wealth Management (3) opens a new window," FIN-462 Private Wealth Management (3)This course focuses on methods of sound money management in preparation for Certified Financial Planner (CFP) certification. Students learn to prepare personal financial plans, evaluate and select management investments, analyze insurance, and use credit effectively; including mortgages. The course also covers financial strategies for tax minimization and retirement planning. The methodology is that of life-cycle planning and personal risk management.Prerequisite: FIN-365 .  | ",FIN,462,Private Wealth Management,3,3,,,,FIN-462
FIN-463 International Finance (3) opens a new window," FIN-463 International Finance (3)Business finance in a global context. The structure and nature of the foreign exchange markets, including measuring and managing foreign exchange risk, hedging in an international context, the international monetary system, international corporate structure and aspects of financial operation of the multinational firm. The cost of capital and capital budgeting in an international context are also studied.Crosslist: IBUS-463 .Prerequisite: FIN-365  with grade of C or better.  | ",FIN,463,International Finance,3,3,,,,FIN-463
FIN-464 Financial Markets and Institutions (3) opens a new window," FIN-464 Financial Markets and Institutions (3)Topics covered include interest rates, risk and term structure, financial markets efficiency, fundamentals of financial and depository institutions, agency problems, financial regulation, and interest rate risk management. An integrated view of the participating institutions and the markets in which they operate, their investment constraints, and resulting portfolios.Prerequisite: FIN-365  with grade of C or better.  | ",FIN,464,Financial Markets and Institutions,3,3,,,,FIN-464
FIN-465 Derivative Securities (3) opens a new window," FIN-465 Derivative Securities (3)Analysis of debt and equity-based futures and options contracts and their underlying cash market instruments. Characteristics of derivative instruments markets. Pricing of derivative instruments. Speculative, hedging, and arbitrage uses of derivative instruments. Risk-return tradeoffs in speculation and hedging. Limited coverage of currency futures and options and exotic derivative instruments.Prerequisite: FIN-369 .  | ",FIN,465,Derivative Securities,3,3,,,,FIN-465
FIN-470 Alternative Assets (3) opens a new window," FIN-470 Alternative Assets (3)Developed through the lens of the Chartered Alternative Investment Analyst Association and oriented toward satisfying the academically-based professional certification requirements of the industry, this course is a deep dive into the theory, practice and application of alternative assets investment analysis and management.Crosslist: FIN-670 . Grading: A-F only. Prerequisite: FIN-369 .  | ",FIN,470,Alternative Assets,3,3,,A-F only,,FIN-470
FIN-472 Fixed Income (3) opens a new window," FIN-472 Fixed Income (3)The course develops the foundations for the analysis, trading, and use of fixed-income instruments, both cash and derivative securities. It revolves around the modeling of interest-rate and default risk, the pricing of various fixed-income products, and one-factor models of the yield curve. Students become familiar with yield curve calculus including duration and convexity, various segments of global fixed-income markets, the Bloomberg system for analyzing and trading fixed-income securities and their derivatives, one-factor models of the yield curve, financial innovations in fixed-income derivatives such as default swaps, and securitization.Prerequisite: FIN-369 .  | ",FIN,472,Fixed Income,3,3,,,,FIN-472
FIN-473 Alternative Finance: Islamic Finance in the Global Economy (3) opens a new window," FIN-473 Alternative Finance: Islamic Finance in the Global Economy (3)This course provides students with an introduction and overview of the principles of Islamic financing and its evolution over the centuries with an emphasis on the last four decades. The different products are presented and discussed with reference to modern conventional products in the marketplace. The course covers current Islamic capital markets and the institutions that are major players in those markets, as well as issues related to insurance, accounting and auditing, and ethical concepts.Crosslist: FIN-673 , IBUS-473 , and IBUS-673 .Prerequisite: junior standing.  | ",FIN,473,Alternative Finance: Islamic Finance in the Global Economy,3,3,,,,FIN-473
FIN-476 Alternative Finance: Islamic Capital Markets and Sukuk (3) opens a new window," FIN-476 Alternative Finance: Islamic Capital Markets and Sukuk (3) This course covers the main principles and instruments of Islamic capital markets with a focus on Sukuk, one of the most important Islamic finance investment vehicles. A brief survey of the Islamic equity markets is followed by discussion of the regulations covering that sector in a sample of countries well-known for their Islamic finance activities. As well as explaining the process of making conventional stocks suitable for sharia compliance, the course covers fund management including recent developments in Islamic capital markets.Crosslist: FIN-676 , IBUS-476 , and IBUS-676 .Prerequisite: FIN-473  or IBUS-473 .   | ",FIN,476,Alternative Finance: Islamic Capital Markets and Sukuk,3,3,,,,FIN-476
FIN-477 Financial Statement Analysis (3) opens a new window," FIN-477 Financial Statement Analysis (3)This course explores the use of financial statement information by investors and analysts as a basis for understanding a firm’s current performance, assessing its future prospect and valuing ownership and other claims. The focus is on use of accounting information for equity valuation, but other applications are also considered.Crosslist: ACCT-477 , ACCT-677 , and FIN-677 .Prerequisite: ACCT-340  and FIN-365 .  | ",FIN,477,Financial Statement Analysis,3,3,,,,FIN-477
"FIN-489 Environmental, Social, and Governance Fund Investing (3) opens a new window"," FIN-489 Environmental, Social, and Governance Fund Investing (3)This course introduces the emerging world of environmental, social, and governance (ESG) fund investing and specifically, ESG from the lens of the AU community and endowment. The course includes professional certification curriculum review, case studies, and original research and analysis.Crosslist: FIN-689 .  | ",FIN,489,"Environmental, Social, and Governance Fund Investing ",3,3,,,,FIN-489
FIN-490 Independent Study Project in Finance (1-3) opens a new window,FIN-490 Independent Study Project in Finance (1-3) Grading: IP-eligible. Prerequisite: FIN-365 .Permission: instructor and department chair.  |,FIN,490,Independent Study Project in Finance,1,3,,IP-eligible,,FIN-490
FIN-494 Community Service-Learning Project (1) opens a new window,FIN-494 Community Service-Learning Project (1) Grading: Pass/Fail only. Permission: instructor and Center for Leadership and Community Engagement. |,FIN,494,Community Service-Learning Project,1,1,,Pass/Fail only,,FIN-494
FIN-496 Selected Topics: Non-Recurring (1-6) opens a new window,FIN-496 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.Prerequisite: FIN-365  with grade of C or better.  |,FIN,496,Selected Topics: Non-Recurring,1,6,,,,FIN-496
"FREN-122 French, Elementary I (4) opens a new window"," FREN-122 French, Elementary I (4)Prepares students to function in everyday situations in the French-speaking world. Focuses on the acquisition of basic vocabulary and grammatical structures in culturally authentic contexts through speaking, reading, writing, and listening comprehension. Designed for students with no prior experience with French. Usually Offered: fall and summer. | ",FREN,122,"French, Elementary I ",4,4,fall and summer,,,FREN-122
"FREN-123 French, Elementary II (4) opens a new window"," FREN-123 French, Elementary II (4)Continuation of FREN-122 . Usually Offered: fall and spring. Prerequisite: FREN-122 .  | ",FREN,123,"French, Elementary II ",4,4,fall and spring,,,FREN-123
FREN-196 Selected Topics: Non-Recurring (1-6) opens a new window,FREN-196 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,FREN,196,Selected Topics: Non-Recurring,1,6,,,,FREN-196
"FREN-222 French, Intermediate I (4) opens a new window"," FREN-222 French, Intermediate I (4)Refinement of basic language skills in a cultural context. Expansion of vocabulary and grammatical structures and further development of communicative skills. Content focuses on cultural patterns in the French-speaking world. Usually Offered: fall and spring. Prerequisite: FREN-123 .  | ",FREN,222,"French, Intermediate I ",4,4,fall and spring,,,FREN-222
"FREN-223 French, Intermediate II (4) opens a new window"," FREN-223 French, Intermediate II (4)Continuation of FREN-222 . Usually Offered: fall and spring. Prerequisite: FREN-222 .  | ",FREN,223,"French, Intermediate II ",4,4,fall and spring,,,FREN-223
FREN-224 Living in French (1) opens a new window," FREN-224 Living in French (1)This course focuses on various aspects of life and the experiences students encounter in Belgium. The primary objective is to improve oral communication and aural comprehension skills. Includes social, political, and economic aspects of the Belgian culture. Usually Offered: fall and spring.AU Abroad: Belgium: Brussels. | ",FREN,224,Living in French,1,1,fall and spring,,,FREN-224
FREN-296 Selected Topics: Non-Recurring (1-6) opens a new window,FREN-296 Selected Topics: Non-Recurring (1-6) Topics vary by section. Repeatable for credit with different topic.  |,FREN,296,Selected Topics: Non-Recurring,1,6,,,,FREN-296
FREN-322 Advanced French I (3) opens a new window,FREN-322 Advanced French I (3)Promotes the advanced active use of French in culturally authentic contexts. Emphasis on the development of fluency and accuracy in oral and written communication. Designed for students who have completed the intermediate level. Usually Offered: fall and spring. Prerequisite: FREN-223 .  |,FREN,322,Advanced French I,3,3,fall and spring,,,FREN-322
FREN-323 Advanced French II (3) opens a new window,FREN-323 Advanced French II (3)Continuation of FREN-322 . Usually Offered: fall and spring. Prerequisite: FREN-322 .  |,FREN,323,Advanced French II,3,3,fall and spring,,,FREN-323
FREN-390 Independent Reading in French (1-6) opens a new window,FREN-390 Independent Reading in French (1-6) Grading: IP-eligible. Permission: instructor and department chair.  |,FREN,390,Independent Reading in French,1,6,,IP-eligible,,FREN-390
